,crn,location,day,start,end
47,11719,DMH 231,W,2017-01-04T08:30:00,2017-01-04T16:30:00
48,11719,DMH 231,R,2017-01-05T08:30:00,2017-01-05T16:30:00
49,11719,DMH 231,F,2017-01-06T08:30:00,2017-01-06T16:30:00
50,11719,DMH 231,M,2017-01-09T08:30:00,2017-01-09T16:30:00
51,11719,DMH 231,T,2017-01-10T08:30:00,2017-01-10T16:30:00
52,11720,CNS 15,T,2017-01-03T16:30:00,2017-01-03T19:30:00
53,11720,CNS 15,W,2017-01-04T16:30:00,2017-01-04T19:30:00
54,11720,CNS 15,R,2017-01-05T16:30:00,2017-01-05T19:30:00
55,11720,CNS 15,M,2017-01-09T16:30:00,2017-01-09T19:30:00
56,11720,CNS 15,T,2017-01-10T16:30:00,2017-01-10T19:30:00
57,11720,CNS 15,W,2017-01-11T16:30:00,2017-01-11T19:30:00
58,11720,CNS 15,R,2017-01-12T16:30:00,2017-01-12T19:30:00
59,11720,CNS 202,T,2017-01-03T16:30:00,2017-01-03T19:30:00
60,11720,CNS 202,W,2017-01-04T16:30:00,2017-01-04T19:30:00
61,11720,CNS 202,R,2017-01-05T16:30:00,2017-01-05T19:30:00
62,11720,CNS 202,M,2017-01-09T16:30:00,2017-01-09T19:30:00
63,11720,CNS 202,T,2017-01-10T16:30:00,2017-01-10T19:30:00
64,11720,CNS 202,W,2017-01-11T16:30:00,2017-01-11T19:30:00
65,11720,CNS 202,R,2017-01-12T16:30:00,2017-01-12T19:30:00
66,11720,CNS 202,T,2017-01-03T16:30:00,2017-01-03T19:30:00
67,11720,CNS 202,W,2017-01-04T16:30:00,2017-01-04T19:30:00
68,11720,CNS 202,R,2017-01-05T16:30:00,2017-01-05T19:30:00
69,11720,CNS 202,M,2017-01-09T16:30:00,2017-01-09T19:30:00
70,11720,CNS 202,T,2017-01-10T16:30:00,2017-01-10T19:30:00
71,11720,CNS 202,W,2017-01-11T16:30:00,2017-01-11T19:30:00
72,11720,CNS 202,R,2017-01-12T16:30:00,2017-01-12T19:30:00
73,11720,CNS 202,T,2017-01-03T09:00:00,2017-01-03T15:00:00
74,11720,CNS 202,W,2017-01-04T09:00:00,2017-01-04T15:00:00
75,11720,CNS 202,R,2017-01-05T09:00:00,2017-01-05T15:00:00
76,11720,CNS 202,M,2017-01-09T09:00:00,2017-01-09T15:00:00
77,11720,CNS 202,T,2017-01-10T09:00:00,2017-01-10T15:00:00
78,11720,CNS 202,W,2017-01-11T09:00:00,2017-01-11T15:00:00
79,11720,CNS 202,R,2017-01-12T09:00:00,2017-01-12T15:00:00
80,11720,CNS 202,T,2017-01-03T09:00:00,2017-01-03T15:00:00
81,11720,CNS 202,W,2017-01-04T09:00:00,2017-01-04T15:00:00
82,11720,CNS 202,R,2017-01-05T09:00:00,2017-01-05T15:00:00
83,11720,CNS 202,M,2017-01-09T09:00:00,2017-01-09T15:00:00
84,11720,CNS 202,T,2017-01-10T09:00:00,2017-01-10T15:00:00
85,11720,CNS 202,W,2017-01-11T09:00:00,2017-01-11T15:00:00
86,11720,CNS 202,R,2017-01-12T09:00:00,2017-01-12T15:00:00
87,11720,CNS 202,S,2017-01-07T09:00:00,2017-01-07T15:00:00
88,11720,CNS 15,T,2017-01-03T09:00:00,2017-01-03T15:00:00
89,11720,CNS 15,W,2017-01-04T09:00:00,2017-01-04T15:00:00
90,11720,CNS 15,R,2017-01-05T09:00:00,2017-01-05T15:00:00
91,11720,CNS 15,M,2017-01-09T09:00:00,2017-01-09T15:00:00
92,11720,CNS 15,T,2017-01-10T09:00:00,2017-01-10T15:00:00
93,11720,CNS 15,W,2017-01-11T09:00:00,2017-01-11T15:00:00
94,11720,CNS 15,R,2017-01-12T09:00:00,2017-01-12T15:00:00
95,11720,CNS 15,T,2017-01-03T09:00:00,2017-01-03T15:00:00
96,11720,CNS 15,W,2017-01-04T09:00:00,2017-01-04T15:00:00
97,11720,CNS 15,R,2017-01-05T09:00:00,2017-01-05T15:00:00
98,11720,CNS 15,M,2017-01-09T09:00:00,2017-01-09T15:00:00
99,11720,CNS 15,T,2017-01-10T09:00:00,2017-01-10T15:00:00
100,11720,CNS 15,W,2017-01-11T09:00:00,2017-01-11T15:00:00
101,11720,CNS 15,R,2017-01-12T09:00:00,2017-01-12T15:00:00
102,11720,CNS 15,S,2017-01-07T09:00:00,2017-01-07T15:00:00
103,11720,CNS 15,S,2017-01-07T09:00:00,2017-01-07T15:00:00
104,11721,CNS 15,T,2017-01-03T16:30:00,2017-01-03T19:30:00
105,11721,CNS 15,W,2017-01-04T16:30:00,2017-01-04T19:30:00
106,11721,CNS 15,R,2017-01-05T16:30:00,2017-01-05T19:30:00
107,11721,CNS 15,M,2017-01-09T16:30:00,2017-01-09T19:30:00
108,11721,CNS 15,T,2017-01-10T16:30:00,2017-01-10T19:30:00
109,11721,CNS 15,W,2017-01-11T16:30:00,2017-01-11T19:30:00
110,11721,CNS 15,R,2017-01-12T16:30:00,2017-01-12T19:30:00
111,11721,CNS 101,T,2017-01-03T16:30:00,2017-01-03T19:30:00
112,11721,CNS 101,W,2017-01-04T16:30:00,2017-01-04T19:30:00
113,11721,CNS 101,R,2017-01-05T16:30:00,2017-01-05T19:30:00
114,11721,CNS 101,M,2017-01-09T16:30:00,2017-01-09T19:30:00
115,11721,CNS 101,T,2017-01-10T16:30:00,2017-01-10T19:30:00
116,11721,CNS 101,W,2017-01-11T16:30:00,2017-01-11T19:30:00
117,11721,CNS 101,R,2017-01-12T16:30:00,2017-01-12T19:30:00
118,11721,CNS 101,T,2017-01-03T16:30:00,2017-01-03T19:30:00
119,11721,CNS 101,W,2017-01-04T16:30:00,2017-01-04T19:30:00
120,11721,CNS 101,R,2017-01-05T16:30:00,2017-01-05T19:30:00
121,11721,CNS 101,M,2017-01-09T16:30:00,2017-01-09T19:30:00
122,11721,CNS 101,T,2017-01-10T16:30:00,2017-01-10T19:30:00
123,11721,CNS 101,W,2017-01-11T16:30:00,2017-01-11T19:30:00
124,11721,CNS 101,R,2017-01-12T16:30:00,2017-01-12T19:30:00
